"Word","FREQcount","CDcount","Dom_PoS_SUBTLEX","Percentage_dom_PoS"
"adhere",29,29,"Verb","1.00"
"adhered",6,6,"Verb","1.00"
"adherence",9,9,"Noun","1.00"
"adherent",3,3,"Noun","1.00"
"adherents",1,1,"Noun","1.00"
"adheres",3,3,"Verb","1.00"
"adhering",9,9,"Verb","1.00"
"adhesion",6,6,"Noun","1.00"
"adhesions",7,7,"Noun","1.00"
"adhesive",47,42,"Noun","0.51"
"adhesives",1,1,"Noun","1.00"
"adiabatic",1,1,"Adjective","1.00"
"adieu",94,59,"Interjection","0.69"
"adieus",1,1,"Noun","1.00"
"adios",159,126,"Noun","0.95"
"adipocere",6,4,"Noun","0.83"
"adipose",4,3,"Verb","1.00"
"adiposity",1,1,"Noun","1.00"
"adjacencies",1,1,"Noun","1.00"
"adjacent",68,59,"Adjective","0.54"
"adjective",25,21,"Noun","1.00"
"adjectives",25,23,"Noun","1.00"
"adjoined",1,1,"Adjective","1.00"
"adjoining",57,49,"Adjective","0.57"
"adjoins",5,5,"Verb","1.00"
"adjoints",1,1,"Verb","1.00"
"adjourn",66,55,"Verb","0.95"
"adjourned",250,204,"Verb","1.00"
"adjourning",2,2,"Verb","1.00"
"adjournment",11,9,"Noun","1.00"
"adjourns",2,2,"Verb","0.50"
"adjudge",1,1,"Verb","1.00"
"adjudged",3,3,"Verb","1.00"
"adjudicate",5,2,"Verb","0.80"
"adjudicated",6,5,"Verb","1.00"
"adjudicating",1,1,"Verb","1.00"
"adjudication",9,7,"Noun","1.00"
"adjudicator",4,2,"Noun","1.00"
"adjunct",7,6,"Noun","1.00"
"adjure",1,1,"Verb","1.00"
"adjust",287,248,"Verb","1.00"
"adjustability",1,1,"Noun","1.00"
"adjustable",16,15,"Adjective","1.00"
"adjusted",92,83,"Verb","0.92"
"adjuster",20,17,"Noun","1.00"
"adjusters",7,3,"Noun","1.00"
"adjusting",121,110,"Verb","0.98"
"adjustment",158,129,"Noun","1.00"
"adjustments",71,68,"Noun","1.00"
"adjustor",4,4,"Noun","1.00"
"adjusts",9,9,"Verb","1.00"
"adjutant",45,26,"Noun","1.00"
"adjutants",1,1,"Noun","1.00"
"adjuvant",1,1,"Adjective","1.00"
"adm",48,10,"Name","1.00"
"admin",22,19,"Noun","0.77"
"administer",85,81,"Verb","1.00"
"administered",76,69,"Verb","1.00"
"administerial",1,1,"Adjective","1.00"
"administering",24,22,"Verb","1.00"
"administers",6,6,"Verb","1.00"
"administrate",2,2,"Verb","0.50"
"administrates",1,1,"Verb","1.00"
"administration",387,286,"Noun","1.00"
"administrations",16,16,"Noun","1.00"
"administrative",82,71,"Adjective","1.00"
"administrator",84,68,"Noun","1.00"
"administrators",18,16,"Noun","1.00"
"adminstration",1,1,"Noun","1.00"
"admirable",133,128,"Adjective","0.99"
"admirably",21,20,"Adverb","1.00"
"admiral",845,181,"Noun","1.00"
"admirals",29,21,"Noun","1.00"
"admiralty",34,13,"Noun","1.00"
"admiration",107,99,"Noun","1.00"
"admire",722,597,"Verb","1.00"
"admired",187,172,"Verb","0.95"
"admirer",151,124,"Noun","1.00"
"admirers",49,44,"Noun","1.00"
"admires",26,25,"Verb","1.00"
"admiring",141,129,"Verb","0.82"
"admissibility",4,3,"Noun","1.00"
"admissible",37,28,"Adjective","1.00"
"admission",181,164,"Noun","1.00"
"admissions",111,66,"Noun","0.98"
"admit",3019,2125,"Verb","1.00"
"admits",105,97,"Verb","1.00"
"admittance",34,25,"Noun","1.00"
"admittances",2,1,"Noun","1.00"
"admitted",467,396,"Verb","0.98"
"admittedly",47,41,"Adverb","1.00"
"admittee",1,1,"Noun","1.00"
"admittible",1,1,"Adjective","1.00"
"admitting",157,136,"Verb","0.83"
"admixture",1,1,"Noun","1.00"
"admonish",4,4,"Verb","1.00"
"admonished",4,3,"Verb","1.00"
"admonishing",2,2,"Verb","1.00"
"admonishments",1,1,"Noun","1.00"
"admonition",5,4,"Noun","1.00"
"admonitions",1,1,"Noun","1.00"
"adnexa",1,1,"Noun","1.00"
"adnexal",2,2,"Adjective","1.00"
"ado",77,69,"Noun","1.00"
"adobe",24,14,"Noun","1.00"
"adolescence",44,41,"Noun","1.00"
"adolescences",1,1,"Noun","1.00"
"adolescent",94,86,"Adjective","0.70"
"adolescents",29,28,"Noun","1.00"
"adolf",69,46,"Name","1.00"
"adolph",42,20,"Name","0.74"
"adonai",17,8,"Noun","0.47"
"adonis",20,17,"Noun","0.65"
"adopt",238,184,"Verb","1.00"
"adoptable",1,1,"Adjective","1.00"
"adopted",430,283,"Verb","0.84"
"adopter",1,1,"Noun","1.00"
"adopting",60,48,"Verb","0.98"
"adoption",239,140,"Noun","1.00"
"adoptions",7,7,"Noun","1.00"
"adoptive",30,25,"Adjective","1.00"
"adopts",11,9,"Verb","1.00"
"adorability",1,1,"Noun","1.00"
"adorable",537,436,"Adjective","0.99"
"adorableness",1,1,"Noun","1.00"
"adorably",2,2,"Adverb","1.00"
"adoration",30,25,"Noun","1.00"
"adore",394,294,"Verb","1.00"
"adored",125,108,"Verb","0.97"
"adorers",1,1,"Noun","1.00"
"adores",91,70,"Verb","1.00"
"adoring",35,33,"Adjective","0.91"
"adoringly",3,3,"Adverb","1.00"
"adorn",8,8,"Verb","1.00"
"adorned",8,7,"Verb","1.00"
"adorning",2,2,"Verb","1.00"
"adornment",4,3,"Noun","1.00"
"adornments",2,2,"Noun","1.00"
"adorns",3,3,"Verb","1.00"
"adrenal",16,15,"Adjective","1.00"
"adrenalectomy",2,1,"Noun","1.00"
"adrenalin",28,23,"Noun","0.96"
"adrenaline",168,128,"Noun","0.75"
"adrenals",4,3,"Noun","1.00"
"adrenochrome",6,2,"Noun","1.00"
"adriatic",8,8,"Name","1.00"
"adrift",51,44,"Adjective","1.00"
"adroit",6,6,"Adjective","1.00"
"adroitly",3,3,"Adverb","1.00"
"adroitness",1,1,"Noun","1.00"
"adrop",1,1,"Noun","1.00"
"ads",258,180,"Noun","1.00"
"adulation",14,14,"Noun","1.00"
"adult",729,573,"Noun","0.90"
"adulterant",1,1,"Noun","1.00"
"adulterate",1,1,"Verb","1.00"
"adulterated",1,1,"Adjective","1.00"
"adulterating",1,1,"Verb","1.00"
"adulterer",20,12,"Noun","0.80"
"adulterers",7,6,"Noun","1.00"
"adulteress",13,11,"Noun","0.92"
"adulterize",1,1,"Verb","1.00"
"adulterous",17,12,"Adjective","1.00"
"adultery",99,72,"Noun","1.00"
"adulthood",37,33,"Noun","1.00"
"adults",488,411,"Noun","1.00"
"adust",1,1,"Verb","1.00"
"adv",1,1,"Noun","1.00"
"advance",815,654,"Noun","0.73"
"advanced",451,359,"Adjective","0.77"
"advancement",63,58,"Noun","1.00"
"advancements",8,7,"Noun","1.00"
"advances",148,124,"Noun","0.88"
"advancing",76,65,"Adjective","0.55"
"advantage",1125,918,"Noun","1.00"
"advantaged",2,2,"Verb","0.50"
"advantageous",20,20,"Adjective","1.00"
"advantages",144,124,"Noun","1.00"
"advent",24,18,"Noun","1.00"
"adventist",22,16,"Adjective","0.68"
"adventists",7,2,"Noun","1.00"
"adventure",685,466,"Noun","1.00"
"adventurer",37,32,"Noun","1.00"
"adventurers",11,11,"Noun","1.00"
"adventures",184,142,"Noun","1.00"
"adventuresome",3,3,"Adjective","1.00"
"adventuress",11,7,"Noun","0.91"
"adventuring",4,4,"Verb","0.75"
"adventurist",1,1,"Noun","1.00"
"adventurous",62,56,"Adjective","1.00"
"adventurousness",1,1,"Noun","1.00"
"adverb",10,6,"Noun","1.00"
"adverbial",3,2,"Adjective","1.00"
"adverbs",5,5,"Noun","1.00"
"adversarial",12,8,"Adjective","1.00"
"adversaries",31,26,"Noun","1.00"
"adversary",77,67,"Noun","1.00"
"adverse",36,34,"Adjective","1.00"
"adversely",11,11,"Adverb","1.00"
"adversities",3,3,"Noun","1.00"
"adversity",54,48,"Noun","1.00"
"advert",13,9,"Noun","1.00"
"adverted",1,1,"Verb","1.00"
"advertently",1,1,"Adverb","1.00"
"advertise",84,80,"Verb","1.00"
"advertised",52,46,"Verb","0.96"
"advertisement",61,52,"Noun","1.00"
"advertisements",25,18,"Noun","1.00"
"advertiser",8,6,"Noun","1.00"
"advertisers",24,19,"Noun","1.00"
"advertises",7,7,"Verb","1.00"
"advertising",379,235,"Noun","0.90"
"adverts",4,4,"Noun","1.00"
"advice",2447,1679,"Noun","1.00"
"advices",3,2,"Noun","1.00"
"advisable",40,37,"Adjective","1.00"
"advise",622,499,"Verb","1.00"
"advised",267,215,"Verb","1.00"
"advisedly",5,5,"Adverb","1.00"
"advisee",13,5,"Noun","1.00"
"advisees",22,5,"Noun","1.00"
"advisement",39,37,"Noun","1.00"
"adviser",53,45,"Noun","1.00"
"advisers",13,11,"Noun","1.00"
"advises",24,20,"Verb","1.00"
"advising",68,61,"Verb","1.00"
"advisor",225,145,"Noun","1.00"
"advisories",2,2,"Verb","0.50"
"advisors",66,45,"Noun","1.00"
"advisory",51,43,"Adjective","1.00"
"advocaat",3,1,"Verb","0.67"
"advocacy",15,14,"Noun","1.00"
"advocate",113,96,"Noun","0.66"
"advocated",18,18,"Verb","1.00"
"advocates",17,16,"Noun","1.00"
"advocating",17,16,"Verb","1.00"
"ae",24,9,"Unclassified","1.00"
"aedes",1,1,"Verb","1.00"
"aegean",19,7,"Name","1.00"
"aegis",5,4,"Noun","0.80"
"aegisthus",7,1,"Noun","0.86"
"aeneas",4,3,"Name","1.00"
"aeolian",1,1,"Adjective","1.00"
"aeon",25,2,"Noun","1.00"
"aeons",1,1,"Noun","1.00"
"aer",2,2,"Noun","0.67"
"aerate",1,1,"Verb","1.00"
"aerating",1,1,"Verb","1.00"
"aeration",1,1,"Noun","1.00"
"aerial",129,97,"Noun","0.87"
"aerialist",1,1,"Noun","1.00"
"aerials",9,7,"Noun","1.00"
"aerie",1,1,"Noun","1.00"
"aeries",1,1,"Noun","1.00"
"aero",5,5,"Noun","0.80"
"aerobatics",1,1,"Noun","1.00"
"aerobic",9,8,"Adjective","1.00"
"aerobically",2,2,"Adverb","1.00"
"aerobics",79,54,"Noun","0.91"
"aerodromes",1,1,"Noun","1.00"
"aerodynamic",22,20,"Adjective","1.00"
"aerodynamically",3,3,"Adverb","1.00"
"aerodynamics",16,16,"Noun","1.00"
"aerodyne",3,1,"Name","1.00"
"aeroelastic",2,1,"Adjective","1.00"
"aerofoils",1,1,"Noun","1.00"
"aeron",1,1,"Name","1.00"
"aeronautical",12,9,"Adjective","0.92"
"aeronautics",9,6,"Noun","1.00"
"aeroplane",71,49,"Noun","1.00"
"aeroplanes",9,9,"Noun","1.00"
"aerosol",14,10,"Noun","1.00"
"aerosolized",3,3,"Adjective","0.67"
"aerosols",1,1,"Noun","1.00"
"aerospace",55,34,"Noun","1.00"
"aery",1,1,"Adjective","1.00"
"aeschylus",4,3,"Name","1.00"
"aesir",2,1,"Noun","1.00"
"aesop",14,6,"Name","0.43"
"aesthete",6,6,"Noun","1.00"
"aesthetes",1,1,"Noun","1.00"
"aesthetic",34,31,"Adjective","1.00"
"aesthetically",12,11,"Adverb","1.00"
"aesthetics",15,13,"Noun","1.00"
"aet",5,3,"Unclassified","1.00"
"af",35,16,"Unclassified","1.00"
"afar",59,52,"Adverb","1.00"
"afb",2,2,"Noun","0.50"
"afd",2,1,"Noun","0.50"
"afeard",11,9,"Noun","1.00"
"afeared",5,5,"Verb","0.60"
"afebrile",4,4,"Noun","0.50"
"afer",1,1,"Verb","1.00"
"aff",8,8,"Noun","0.60"
"affa",4,2,"Noun","1.00"
"affability",4,4,"Noun","1.00"
"affable",6,5,"Adjective","1.00"
"affably",2,2,"Adverb","1.00"
"affair",1502,834,"Noun","1.00"
"affaire",1,1,"Noun","1.00"
"affaires",3,3,"Noun","1.00"
"affairs",747,531,"Noun","1.00"
"affect",568,482,"Verb","0.95"
"affectation",7,7,"Noun","1.00"
"affectations",2,2,"Noun","1.00"
"affected",345,304,"Verb","0.94"
"affectedly",1,1,"Adverb","1.00"
"affecting",130,118,"Verb","0.99"
"affection",431,334,"Noun","1.00"
"affectionate",115,95,"Adjective","1.00"
"affectionately",31,31,"Adverb","1.00"
"affections",61,52,"Noun","1.00"
"affective",4,4,"Adjective","1.00"
"affectless",1,1,"Adjective","1.00"
"affects",244,205,"Verb","0.99"
"affenpinscher",1,1,"Noun","1.00"
"affianced",3,3,"Verb","0.67"
"affiant",1,1,"Noun","1.00"
"affiche",1,1,"Noun","1.00"
"afficionado",1,1,"Noun","1.00"
"affidavit",100,64,"Noun","1.00"
"affidavits",31,20,"Noun","1.00"
"affiliate",15,11,"Noun","1.00"
"affiliated",40,35,"Verb","0.88"
"affiliates",17,15,"Noun","1.00"
"affiliation",25,24,"Noun","1.00"
"affiliations",14,13,"Noun","1.00"
"affinity",29,27,"Noun","1.00"
"affirm",17,14,"Verb","0.82"
"affirmation",27,25,"Noun","1.00"
"affirmations",10,5,"Noun","1.00"
"affirmative",241,183,"Noun","0.66"
"affirmatively",3,3,"Adverb","1.00"
"affirmed",7,7,"Verb","1.00"
"affirming",3,3,"Verb","1.00"
"affirms",2,2,"Verb","1.00"
"affix",6,6,"Verb","0.67"
"affixed",1,1,"Verb","1.00"
"afflatus",1,1,"Noun","1.00"
"afflict",4,3,"Verb","0.75"
"afflicted",65,45,"Adjective","0.52"
"afflicting",6,5,"Verb","1.00"
"affliction",60,53,"Noun","1.00"
"afflictions",8,8,"Noun","1.00"
"afflictive",1,1,"Adjective","1.00"
"afflicts",3,3,"Verb","1.00"
"affluence",7,6,"Noun","1.00"
"affluent",15,12,"Adjective","1.00"
"afford",2266,1650,"Verb","1.00"
"affordability",1,1,"Noun","1.00"
"affordable",33,29,"Adjective","1.00"
"afforded",27,25,"Verb","1.00"
"affording",8,8,"Verb","1.00"
"affords",14,12,"Verb","1.00"
"affright",2,2,"Noun","1.00"
"affront",30,27,"Noun","1.00"
"affronted",2,2,"Verb","1.00"
"afghan",29,20,"Adjective","0.72"
"afghani",6,5,"Noun","1.00"
"afghanis",1,1,"Noun","1.00"
"afghanistan",93,57,"Name","0.99"
"afghans",10,8,"Noun","1.00"
"aficionado",11,10,"Noun","1.00"
"aficionados",5,5,"Noun","1.00"
"afield",6,6,"Adverb","1.00"
"afikomen",9,2,"Noun","1.00"
"afire",25,24,"Adjective","1.00"
"aflame",17,15,"Adjective","1.00"
"afloat",85,73,"Adjective","1.00"
"aflutter",4,3,"Verb","1.00"
"afoot",52,47,"Adverb","0.85"
"afore",19,10,"Conjunction","0.95"
"aforehand",1,1,"Adverb","1.00"
"aforementioned",24,22,"Adjective","1.00"
"aforesaid",4,4,"Adjective","1.00"
"aforethought",3,3,"Adjective","1.00"
"afoul",11,10,"Noun","1.00"
"afraid",12631,4944,"Adjective","1.00"
"afresh",13,12,"Adverb","1.00"
"africa",957,425,"Name","1.00"
"african",345,224,"Adjective","0.98"
"africans",54,23,"Noun","1.00"
"afrikaans",3,1,"Noun","1.00"
"afrikaner",2,1,"Noun","0.50"
"afro",57,34,"Noun","0.79"
"afros",3,3,"Noun","1.00"
"aft",180,103,"Adverb","0.55"
"after",34812,7645,"Preposition","0.64"
"afterbirth",5,5,"Noun","1.00"
"afterburner",2,2,"Noun","1.00"
"afterburners",3,3,"Noun","1.00"
"aftercare",5,5,"Noun","1.00"
"afterdeck",2,1,"Noun","1.00"
"aftereffect",3,2,"Noun","0.67"
"aftereffects",7,7,"Noun","1.00"
"afterglow",16,9,"Noun","0.81"
"afterimage",2,1,"Noun","1.00"
"afterlife",81,62,"Noun","1.00"
"aftermarket",2,2,"Noun","1.00"
"aftermast",1,1,"Noun","1.00"
"aftermath",53,51,"Noun","1.00"
"aftermaths",1,1,"Noun","1.00"
"afternight",2,1,"Noun","1.00"
"afternoon",4666,2597,"Noun","1.00"
"afternoons",101,90,"Noun","1.00"
"afters",3,3,"Noun","1.00"
"afterschool",5,4,"Noun","0.80"
"aftershave",55,44,"Noun","0.93"
"aftershaves",1,1,"Noun","1.00"
"aftershock",12,12,"Noun","0.83"
"aftershocks",1,1,"Noun","1.00"
"aftertaste",11,9,"Noun","1.00"
"afterthought",13,12,"Noun","1.00"
"afterthoughts",2,2,"Noun","1.00"
"afterward",112,104,"Adverb","0.96"
"afterwards",714,608,"Adverb","1.00"
"afterwords",2,1,"Noun","1.00"
"afterwork",1,1,"Noun","1.00"
"afterworld",1,1,"Noun","1.00"
"ag",58,34,"Unclassified","0.92"
"aga",8,7,"Name","0.57"
"again",40428,7852,"Adverb","1.00"
"against",10288,4528,"Preposition","1.00"
"agal",4,4,"Adjective","1.00"
"agamemnon",72,6,"Name","0.64"
"agapanthus",3,2,"Unclassified","1.00"
"agar",1,1,"Name","1.00"
"agarose",1,1,"Noun","1.00"
"agata",11,2,"Name","0.73"
"agate",2,1,"Noun","1.00"
"agates",1,1,"Noun","1.00"
"agave",2,2,"Verb","0.50"
"age",4039,2499,"Noun","0.97"
"aged",183,155,"Verb","0.49"
"agee",19,4,"Name","0.69"
"ageing",17,11,"Adjective","0.59"
"ageism",12,6,"Noun","1.00"
"ageist",4,3,"Noun","1.00"
"ageless",15,15,"Adjective","1.00"
"agen",2,2,"Noun","1.00"
"agencies",164,134,"Noun","1.00"
"agency",991,588,"Noun","1.00"
"agenda",373,272,"Noun","1.00"
"agendas",21,20,"Noun","1.00"
"agent",5235,1399,"Noun","1.00"
"agenting",1,1,"Adjective","1.00"
"agents",1074,583,"Noun","1.00"
"ager",1,1,"Noun","1.00"
"ageratum",1,1,"Noun","1.00"
"ages",567,472,"Noun","0.96"
"aggie",106,13,"Name","0.62"
"aggies",3,3,"Name","0.67"
"agglutinate",1,1,"Verb","1.00"
"agglutinin",1,1,"Noun","1.00"
"aggrandize",1,1,"Verb","1.00"
"aggrandizement",1,1,"Noun","1.00"
"aggrandizing",1,1,"Verb","1.00"
"aggravate",37,35,"Verb","1.00"
"aggravated",64,54,"Adjective","0.49"
"aggravates",9,8,"Verb","1.00"
"aggravating",24,22,"Verb","0.75"
"aggravation",59,48,"Noun","1.00"
"aggregate",10,10,"Noun","0.50"
"aggregating",2,2,"Verb","1.00"
"aggregation",2,2,"Noun","1.00"
"aggress",2,1,"Verb","1.00"
"aggressed",1,1,"Verb","1.00"
"aggresses",2,1,"Verb","1.00"
"aggression",143,109,"Noun","1.00"
"aggressions",4,4,"Noun","1.00"
"aggressive",405,323,"Adjective","1.00"
"aggressively",35,34,"Adverb","1.00"
"aggressiveness",20,17,"Noun","1.00"
"aggressor",29,23,"Noun","1.00"
"aggressors",15,14,"Noun","1.00"
"aggrieved",10,7,"Adjective","1.00"
"aggro",1,1,"Noun","1.00"
"agha",1,1,"Name","1.00"
"aghast",7,7,"Adjective","1.00"
"agile",20,20,"Adjective","1.00"
"agility",23,16,"Noun","1.00"
"agin",21,15,"Noun","1.00"
"aging",131,102,"Adjective","0.44"
"agist",1,1,"Noun","1.00"
"agists",1,1,"Noun","1.00"
"agit",1,1,"Noun","1.00"
"agitate",22,19,"Verb","1.00"
"agitated",128,110,"Adjective","0.54"
"agitates",6,5,"Verb","1.00"
"agitating",7,7,"Verb","0.57"
"agitation",25,23,"Noun","1.00"
"agitato",3,1,"Noun","1.00"
"agitator",11,11,"Noun","1.00"
"agitators",13,8,"Noun","1.00"
"agitprop",1,1,"Noun","1.00"
"aglet",1,1,"Noun","1.00"
"aglow",24,21,"Adjective","1.00"
"agnate",5,1,"Noun","0.60"
"agnates",4,1,"Noun","1.00"
"agnosia",1,1,"Noun","1.00"
"agnostic",19,17,"Noun","0.58"
"ago",14592,5851,"Adverb","1.00"
"agog",6,6,"Adjective","1.00"
"agonal",5,5,"Adjective","1.00"
"agonies",12,9,"Noun","1.00"
"agonised",4,3,"Verb","0.50"
"agonising",7,7,"Adjective","0.86"
"agonist",1,1,"Noun","1.00"
"agonize",5,5,"Verb","1.00"
"agonized",12,12,"Verb","0.67"
"agonizing",36,35,"Adjective","0.81"
"agony",191,171,"Noun","1.00"
"agora",1,1,"Noun","1.00"
"agoraphobia",7,7,"Noun","1.00"
"agoraphobiac",2,1,"Noun","1.00"
"agoraphobic",9,8,"Adjective","0.88"
"agoraphobics",1,1,"Noun","1.00"
"agoras",1,1,"Noun","1.00"
"agos",2,2,"Noun","1.00"
"agr",1,1,"Verb","1.00"
"agrarian",8,8,"Adjective","1.00"
"agreat",1,1,"Verb","1.00"
"agree",3298,2264,"Verb","1.00"
"agreeable",81,70,"Adjective","1.00"
"agreeably",3,3,"Adverb","1.00"
"agreed",1832,1432,"Verb","1.00"
"agreeing",106,99,"Verb","0.98"
"agreement",892,603,"Noun","1.00"
"agreements",41,35,"Noun","1.00"
"agrees",219,198,"Verb","1.00"
"agrement",1,1,"Noun","1.00"
"agrestic",21,10,"Noun","0.67"
"agribusiness",7,5,"Noun","1.00"
"agricultural",48,43,"Adjective","1.00"
"agriculturalist",2,2,"Noun","1.00"
"agriculture",56,40,"Noun","1.00"
"agricultures",1,1,"Noun","1.00"
"aground",25,19,"Adverb","1.00"
"agt",1,1,"#N/A","#N/A"
"agua",29,16,"Name","0.76"
"aguacate",1,1,"Noun","1.00"
"aguardiente",4,1,"Noun","1.00"
"ague",2,2,"Noun","1.00"
"aguinaldo",1,1,"Name","1.00"
"agura",2,2,"Noun","1.00"
"agust",3,1,"#N/A","#N/A"
"agy",1,1,"Noun","1.00"
"ah",10535,3435,"Interjection","1.00"
"aha",360,281,"Interjection","1.00"
"ahab",41,24,"Name","0.71"
"ahchoo",12,4,"Noun","0.83"
"ahead",10115,4726,"Adverb","0.90"
"ahem",391,242,"Interjection","1.00"
"ahi",15,8,"Noun","0.85"
"aho",8,3,"Noun","0.80"
"ahold",307,263,"Noun","1.00"
"ahorse",1,1,"Verb","1.00"
"ahoy",189,98,"Noun","0.93"
"ahs",4,4,"Noun","1.00"
"ahu",4,2,"Noun","1.00"
"ai",194,32,"Unclassified","0.99"
"aid",709,496,"Noun","0.85"
"aidable",1,1,"Adjective","1.00"
"aide",103,81,"Noun","1.00"
"aided",33,31,"Verb","1.00"
"aider",1,1,"Noun","1.00"
"aides",32,28,"Noun","1.00"
"aiding",54,50,"Verb","1.00"
"aids",54,41,"Noun","0.95"
"aikido",4,4,"Noun","1.00"
"ail",11,6,"Verb","1.00"
"ailed",2,2,"Verb","1.00"
"aileron",1,1,"Noun","1.00"
"ailerons",4,3,"Noun","1.00"
"ailing",26,24,"Adjective","0.73"
"ailment",26,23,"Noun","1.00"
"ailments",31,30,"Noun","1.00"
"ails",39,33,"Verb","1.00"
"aim",758,546,"Verb","0.68"
"aimed",99,93,"Verb","0.98"
"aimer",3,2,"Noun","1.00"
"aiming",193,169,"Verb","1.00"
"aimless",14,13,"Adjective","1.00"
"aimlessly",21,21,"Adverb","1.00"
"aims",60,50,"Verb","0.63"
"ain",22248,3378,"Noun","0.49"
"aint",13,10,"#N/A","#N/A"
"ainu",3,1,"Noun","1.00"
"aioli",1,1,"Noun","1.00"
"air",7090,3325,"Noun","1.00"
"airbag",20,14,"Noun","1.00"
"airbags",8,8,"Noun","0.88"
"airbase",5,4,"Noun","1.00"
"airboat",4,4,"Noun","1.00"
"airborne",215,146,"Adjective","1.00"
"airbrush",9,5,"Noun","0.67"
"airbrushed",8,8,"Verb","0.88"
"airbrushing",2,2,"Verb","0.50"
"airburst",2,2,"Verb","0.50"
"aircraft",482,209,"Noun","1.00"
"aircrafts",11,9,"Noun","1.00"
"aircraftsman",1,1,"Noun","1.00"
"aircrew",3,2,"Verb","0.67"
"airdate",1,1,"Noun","1.00"
"airdrome",2,2,"Noun","1.00"
"airdromes",1,1,"Noun","1.00"
"airdrop",2,2,"Noun","1.00"
"aire",2,2,"Noun","1.00"
"aired",45,42,"Verb","1.00"
"airedale",6,6,"Name","0.83"
"airedales",1,1,"Name","1.00"
"airfare",12,11,"Noun","0.67"
"airfares",2,2,"Noun","1.00"
"airfield",118,69,"Noun","1.00"
"airfields",7,7,"Noun","1.00"
"airflow",7,6,"Noun","0.71"
"airfoil",1,1,"Noun","1.00"
"airhead",27,20,"Noun","0.96"
"airheads",6,6,"Noun","1.00"
"airiness",1,1,"Noun","1.00"
"airing",32,32,"Verb","0.61"
"airings",1,1,"Noun","1.00"
"airless",5,4,"Adjective","1.00"
"airlift",14,14,"Noun","0.79"
"airlifted",10,9,"Verb","1.00"
"airlifting",5,5,"Verb","1.00"
"airlifts",1,1,"Noun","1.00"
"airline",331,189,"Noun","1.00"
"airliner",29,23,"Noun","1.00"
"airliners",7,7,"Noun","1.00"
"airlines",191,125,"Noun","0.99"
"airlock",42,24,"Noun","0.98"
"airlocks",1,1,"Noun","1.00"
"airmail",17,14,"Noun","0.88"
"airman",30,11,"Name","0.67"
"airmen",34,17,"Noun","1.00"
"airmobile",1,1,"Noun","1.00"
"airplane",557,354,"Noun","0.98"
"airplanes",164,105,"Noun","0.99"
"airplay",11,7,"Noun","0.73"
"airport",1940,982,"Noun","1.00"
"airports",70,60,"Noun","1.00"
"airs",39,37,"Noun","0.87"
"airship",30,13,"Noun","1.00"
"airships",4,3,"Noun","1.00"
"airsick",16,15,"Adjective","1.00"
"airsickness",2,2,"Noun","1.00"
"airspace",82,51,"Noun","1.00"
"airspeed",24,16,"Noun","0.61"
"airstream",8,6,"Noun","0.75"
"airstrike",7,3,"Noun","1.00"
"airstrikes",2,2,"Noun","1.00"
"airstrip",57,40,"Noun","0.96"
"airstrips",3,3,"Noun","1.00"
"airtight",57,53,"Adjective","1.00"
"airtime",13,12,"Noun","1.00"
"airwave",1,1,"Noun","1.00"
"airwaves",27,24,"Noun","1.00"
"airway",83,54,"Noun","0.94"
"airways",45,39,"Noun","1.00"
"airworthy",1,1,"Adjective","1.00"
"airy",16,16,"Adjective","1.00"
"ais",3,3,"Noun","1.00"
"aisle",379,284,"Noun","1.00"
"aisles",37,32,"Noun","1.00"
"ait",4,4,"Verb","0.75"
"aiwan",2,1,"Adjective","1.00"
"ajar",23,20,"Adjective","1.00"
"ajax",53,21,"Name","1.00"
"ajog",1,1,"Noun","1.00"
"ajoint",3,3,"Noun","0.67"
"ak",18,12,"Noun","0.43"
"aka",52,43,"Noun","0.60"
"akamatsu",1,1,"Name","1.00"
"akasa",1,1,"Noun","1.00"
"akasha",13,1,"Noun","0.54"
"ake",37,24,"Verb","0.92"
"aked",1,1,"Verb","1.00"
"akee",3,1,"Noun","1.00"
"akela",11,2,"Name","0.73"
"akey",5,1,"Noun","1.00"
"akimbo",4,4,"Noun","1.00"
"akin",14,14,"Adjective","1.00"
"aking",2,2,"Verb","0.50"
"akkadian",1,1,"Adjective","1.00"
"ako",1,1,"Noun","1.00"
"akra",1,1,"Name","1.00"
"akron",38,18,"Name","0.71"
"aku",5,2,"Noun","0.60"
"al",5306,821,"Name","0.97"
"ala",4,4,"Noun","1.00"
"alabama",233,95,"Name","1.00"
"alabaster",34,29,"Noun","1.00"
"alack",6,6,"Verb","0.67"
"alackaday",1,1,"Noun","1.00"
"alacrity",5,5,"Noun","1.00"
"aladdin",85,15,"Name","1.00"
"alai",2,2,"Noun","1.00"
"alameda",42,18,"Name","0.90"
"alamo",73,39,"Noun","0.97"
"alamos",17,13,"Name","1.00"
"alan",1676,308,"Name","1.00"
"alar",7,1,"Name","1.00"
"alarm",1522,898,"Noun","0.85"
"alarmed",151,138,"Verb","0.72"
"alarming",58,55,"Adjective","0.95"
"alarmingly",8,7,"Adverb","1.00"
"alarmist",17,17,"Noun","1.00"
"alarms",157,112,"Noun","1.00"
"alarum",3,3,"Noun","0.67"
"alarums",2,2,"Noun","1.00"
"alas",195,132,"Interjection","1.00"
"alaska",223,136,"Name","1.00"
"alaskan",25,19,"Adjective","1.00"
"alaskans",2,2,"Noun","1.00"
